id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,greek_letters,spect_desig,color,linecolor
25,25.0,224750.0,9077.0,,,,0.0053,-44.290561,81.367,58.36,-108.64,3.0,6.28,1.728,G3IV,0.763,58.243094,0.080879,-56.818381,-2.776e-05,2.298e-05,-3.282e-05,0.0013876607010597,-0.7730161236388425,2.829372639e-07,-5.26701582e-07,,,Phe,1,25,,17.733726245425586,,,,,G,#FFD423,#FFD423
34,34.0,224758.0,9078.0,,,,0.006638,26.918108,74.6269,42.2,-53.47,0.0,6.43,2.066,F7.5IV-V,0.514,66.54131,0.115654,33.784832,8.73e-06,1.528e-05,-1.725e-05,0.0017378621745154,0.4698096167386025,2.045913731e-07,-2.59229874e-07,,,Peg,1,34,,12.989726288978543,,,,,F,#d4bf94,#d4bf94
43,43.0,224784.0,9079.0,,,,0.008593,59.559679,136.2398,-80.6,-24.07,-33.0,6.18,0.508,G9III-IV,1.032,69.024292,0.155048,117.45989,-3.27e-06,-5.324e-05,-3.715e-05,0.0022496078515178,1.0395125049217948,-3.907598265e-07,-1.16694652e-07,,,Cas,1,43,,54.55065881703731,,,,,G,#FFD423,#FFD423
50,50.0,224782.0,,,,,0.009533,-53.097713,59.4177,52.98,-20.52,0.0,6.49,2.62,G1IV,0.616,35.677374,0.089097,-47.513999,-4.76e-06,1.525e-05,-3.55e-06,0.0024958074750196,-0.9267299094829612,2.568542879e-07,-9.9483767e-08,,,Phe,1,50,,7.798301105232586,,,,,G,#FFD423,#FFD423
63,63.0,224801.0,9080.0,,,,0.012119,45.253334,187.9699,17.38,0.22,-3.0,6.36,-0.01,B9p SiEu,-0.047,132.325125,0.419892,133.501154,-2.35e-06,1.583e-05,-2.04e-06,0.0031728632804047,0.7898196673326625,8.42606176e-08,1.06659e-09,,,And,1,63,,87.90225168308842,CG,6.382,6.322,,B,#93C2F1,#93C2F1
88,88.0,224834.0,9081.0,,Tau Phe,,0.017941,-48.809876,181.8182,-17.92,-6.75,8.0,5.71,-0.588,G8III,0.911,119.736878,0.562356,-136.823418,9.9e-07,-1.579e-05,-1.008e-05,0.0046969598121488,-0.8518930353430763,-8.68786115e-08,-3.2724923e-08,Tau,,Phe,1,88,,149.69248567600363,,,,τ,G,#FFD423,#FFD423
106,106.0,224870.0,9083.0,,,,0.022013,49.981558,199.6008,13.29,-11.19,-20.0,6.22,-0.281,G7II-III,0.97,128.347884,0.73972,152.861641,-4.93e-06,1.283e-05,-2.263e-05,0.0057630217777087,0.8723427473068125,6.44317381e-08,-5.425065e-08,,,Cas,1,106,,112.82361216489925,,,,,G,#FFD423,#FFD423
107,107.0,224865.0,9082.0,,,,0.022255,-50.337373,166.3894,7.34,10.59,2.0,5.53,-0.576,M2III,1.615,106.198875,0.618768,-128.089244,7.85e-06,5.97e-06,3.88e-06,0.0058262583715863,-0.87855289975953,3.55853241e-08,5.1341768e-08,,,Phe,1,107,,148.04713248976265,,,,,M,#FF2620,#FF2620
122,122.0,224889.0,9084.0,,The Oct,,0.026616,-77.065724,66.5779,-56.52,-176.95,24.0,4.78,0.663,K2III,1.254,14.902031,0.103716,-64.888859,-5.004e-05,-1.859e-05,-3.671e-05,0.0069680833539428,-1.3450506304308112,-2.740166922e-07,-8.57877807e-07,The,,Oct,1,122,,47.29334149186517,,,,θ,K,#F99220,#F99220
124,124.0,224893.0,9085.0,,,,0.026949,61.222801,943.3962,-2.8,-1.34,-23.0,5.58,-4.293,F0III,0.407,454.144163,3.204116,826.885007,-5.86e-06,-1.285e-05,-2.357e-05,0.0070552932206482,1.0685394491555988,-1.3574783e-08,-6.496503e-09,,,Cas,1,124,,4541.507126325551,,,,,F,#d4bf94,#d4bf94
128,128.0,224890.0,,,,,0.027597,73.611846,70.7714,75.54,-12.36,-8.0,6.5,2.251,Am...,0.182,19.96712,0.144423,67.896054,1.57e-06,2.593e-05,-9.05e-06,0.007224759497225,1.2847690896740125,3.662282542e-07,-5.992297e-08,,,Cep,1,128,,10.95468767333996,,,,,A,#f3e8d3,#f3e8d3
137,137.0,224906.0,9086.0,,,,0.028847,42.367144,374.5318,5.11,-1.77,-11.0,6.25,-1.617,B9IIIp Mn,-0.042,276.711822,2.089808,252.388978,-6.22e-06,9.23e-06,-9.96e-06,0.0075520687723169,0.7394461549144825,2.4773979e-08,-8.581202e-09,,,And,1,137,,386.18908944898993,,,,,B,#93C2F1,#93C2F1
145,145.0,224926.0,9087.0,,29    Psc,,0.030402,-3.027504,139.2758,18.9,-10.25,23.0,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907,2.302e-05,1.294e-05,-8.15e-06,0.0079593117606242,-0.0528399088172674,9.16297856e-08,-4.9693402e-08,,29.0,Psc,1,145,,149.830421062266,,,,,B,#93C2F1,#93C2F1
154,154.0,224935.0,9089.0,,30    Psc,,0.032672,-6.014072,132.4503,46.62,-41.32,-12.0,4.37,-1.24,M3III,1.631,131.716394,1.126662,-13.877167,-1.524e-05,2.98e-05,-2.51e-05,0.0085534786762064,-0.104965358843855,2.260201378e-07,-2.00325012e-07,,30.0,Psc,1,154,,272.89777828080406,YY,4.418,4.308,,M,#FF2620,#FF2620
171,171.0,224930.0,9088.0,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-9.99e-06,4.584e-05,-6.577e-05,0.00946108171981,0.4726745357978474,3.7747108354e-06,-4.454080246e-06,,85.0,Peg,1,171,Gl 914,0.6171631684555837,,,,,G,#FFD423,#FFD423
183,183.0,224990.0,9091.0,,Zet Scl,,0.038867,-29.720414,154.0832,9.66,14.0,8.6,5.04,-0.899,B4V,-0.15,133.807455,1.36158,-76.389577,1.275e-05,7.35e-06,4.72e-06,0.0101752527887634,-0.5187190791032438,4.68330015e-08,6.7873915e-08,Zet,,Scl,1,183,,199.34254564980927,,,,ζ,B,#93C2F1,#93C2F1
186,186.0,224995.0,9092.0,,31    Psc,,0.040046,8.956824,122.8501,-0.87,-4.11,11.0,6.33,0.883,A6V,0.182,121.345487,1.272247,19.126563,1.15e-05,-4e-07,-6.7e-07,0.0104841170935585,0.1563260616488825,-4.217879e-09,-1.9925842e-08,,31.0,Psc,1,186,,38.618908944898976,,,,,A,#f3e8d3,#f3e8d3
194,194.0,225003.0,9093.0,,32    Psc,,0.041584,8.485463,36.9004,-93.55,-47.5,10.0,5.7,2.865,F0V,0.315,36.494389,0.397318,5.44498,1.155e-05,-1.661e-05,-6.89e-06,0.0108866994970161,0.1480992689931425,-4.535431981e-07,-2.30286498e-07,,32.0,Psc,1,194,,6.223002851691592,,,,,F,#d4bf94,#d4bf94
208,207.0,225009.0,9094.0,,,,0.043357,66.098966,,3.32,1.14,-18.0,5.87,-14.13,G8III,1.073,40513.198308,459.88359,91424.664275,-0.00053094,0.00160352,0.00020708,0.0113507568383742,1.1536445903601564,1.60958141e-08,5.526875e-09,,,Cas,1,208,,39084089.57924025,,6.002,5.812,,G,#FFD423,#FFD423
238,238.0,225045.0,9095.0,,,,0.049301,-20.045882,61.1621,100.38,78.95,-4.0,6.25,2.318,F6/F7V,0.526,57.451984,0.741591,-20.964675,3.8e-06,2.981e-05,2.339e-05,0.0129070252397597,-0.3498666438465,4.866559725e-07,3.827604e-07,,,Cet,1,238,,10.299117193406987,,,,,F,#d4bf94,#d4bf94
253,253.0,225069.0,9096.0,,,,0.052181,-24.145145,203.666,59.32,-3.14,25.0,6.46,-0.085,K1III,1.176,185.830563,2.53883,-83.309585,2.126e-05,5.886e-05,-1.329e-05,0.0136609804254089,-0.4214122862025538,2.875914753e-07,-1.5223149e-08,,,Cet,1,253,,94.18895965228413,,,,,K,#F99220,#F99220
274,274.0,225094.0,9097.0,,,,0.057143,63.64052,763.3588,-3.27,-1.83,-43.0,6.24,-3.174,B3Ia,0.332,338.894446,5.070187,683.988975,-1.328e-05,-1.23e-05,-4.241e-05,0.0149600202826856,1.1107366073692124,-1.58534073e-08,-8.87209e-09,,,Cas,1,274,,1620.3170427400005,V639,6.288,6.208,,B,#93C2F1,#93C2F1
300,301.0,225132.0,9098.0,,2    Cet,,0.06233,-17.335988,83.4725,28.57,-7.28,-5.0,4.55,-0.058,B9IVn,-0.047,79.670013,1.300177,-24.872663,-5.95e-06,1.147e-05,-1.29e-06,0.0163180279735996,-0.3025700638263062,1.385112685e-07,-3.5294435e-08,,2.0,Cet,1,300,,91.87556016660622,,,,,B,#93C2F1,#93C2F1
302,302.0,225136.0,9099.0,,,,0.064342,66.712183,265.9574,7.86,-8.15,15.0,6.31,-0.814,M4,1.629,105.131447,1.771134,244.290098,1.554e-05,1.04e-05,9.94e-06,0.0168447494306088,1.1643472412672524,3.81063552e-08,-3.9512314e-08,,,Cep,1,302,,184.33168795057549,V398,6.356,6.256,,M,#FF2620,#FF2620
330,330.0,225180.0,9100.0,,9    Cas,,0.070462,62.287664,,-0.99,-0.37,-18.0,5.9,-14.1,A1III,0.274,46495.3549,857.790357,88529.351835,0.00015906,-0.00047707,-9.971e-05,0.0184469030030149,1.0871248133041624,-4.7996554e-09,-1.79381e-09,,9.0,Cas,1,330,,38018939.632056125,,,,,A,#f3e8d3,#f3e8d3
343,343.0,225197.0,9101.0,,,,0.072165,-16.529036,90.6618,53.77,-60.27,-27.0,5.78,0.993,K0III,1.084,86.89952,1.641967,-25.793323,-3.445e-05,2.299e-05,-1.754e-05,0.0188926559877653,-0.2884861027255437,2.60684316e-07,-2.92197205e-07,,,Cet,1,343,,34.89795674378744,,,,,K,#F99220,#F99220
345,345.0,225200.0,9102.0,,,,0.07231,-29.268822,124.8439,29.15,3.44,28.0,6.38,0.898,A1V,0.006,108.886464,2.061556,-61.037283,2.566e-05,1.813e-05,-1.218e-05,0.0189306325778939,-0.5108373060710875,1.413231878e-07,1.667759e-08,,,Scl,1,345,,38.08903764981351,,,,,A,#f3e8d3,#f3e8d3
355,355.0,225212.0,9103.0,,3    Cet,,0.075033,-10.509523,641.0256,-6.49,-11.88,-42.0,4.99,-4.044,K3Ibvar,1.619,630.150175,12.379991,-116.922329,-4.856e-05,-2.113e-05,-2.846e-05,0.0196435746864311,-0.1834257839638187,-3.14644078e-08,-5.7595865e-08,,3.0,Cet,1,355,,3610.771451003532,,,,,K,#F99220,#F99220
366,365.0,225218.0,9105.0,,,,0.07683,42.09253,386.1004,-11.94,-12.73,-8.0,6.11,-1.824,B9III,0.159,286.452905,5.762477,258.814588,1.035e-05,-2.214e-05,-2.317e-05,0.0201141284909072,0.7346532469781663,-5.78867534e-08,-6.1716781e-08,,,And,1,366,,467.30453963151,,,,,B,#93C2F1,#93C2F1
377,377.0,225253.0,9108.0,,,,0.078131,-71.436891,175.4386,30.0,-13.62,-3.0,5.59,-0.631,B8III,-0.1,55.839008,1.142475,-166.311133,-1.248e-05,2.526e-05,-7.8e-07,0.0204545826359114,-1.246808961776701,1.454441041e-07,-6.6031623e-08,,,Tuc,1,377,,155.73993890808558,,,,,B,#93C2F1,#93C2F1
379,379.0,225216.0,9104.0,,,,0.078304,67.166445,92.6784,95.58,23.8,-27.0,5.68,0.845,K1III,1.051,35.956698,0.73744,85.415532,-2.145e-05,4.251e-05,-2.13e-05,0.0204998546180139,1.1722756186244814,4.633849158e-07,1.15385655e-07,,,Cep,1,379,,39.99447497610976,,,,,K,#F99220,#F99220
394,394.0,225239.0,9107.0,NN 3002,,,0.081573,34.659797,39.185,769.11,100.49,6.4,6.09,3.124,G2V,0.632,32.224052,0.688502,22.28464,-8.59e-06,0.00014595,1.942e-05,0.021355798566862,0.6049275719060863,3.7287504985e-06,4.87189267e-07,,,And,1,394,,4.902301301361681,,,,,G,#FFD423,#FFD423
399,399.0,225276.0,9109.0,,,,0.08222,26.648764,200.0,112.32,-14.52,-5.0,6.25,-0.255,K4IIIb,1.368,178.713114,3.84753,89.703967,-6e-07,0.00010891,-1.488e-05,0.0215251947488525,0.4651086770442225,5.44542726e-07,-7.0394946e-08,,,Peg,1,399,,110.15393095414144,,,,,K,#F99220,#F99220
410,410.0,225292.0,,,,,0.083662,27.674784,168.0672,83.36,-6.57,11.5,6.47,0.343,G8II,0.946,148.804386,3.259799,78.059251,1.141e-05,6.818e-05,7.2e-07,0.0219026412309859,0.4830160962927425,4.041406841e-07,-3.1852258e-08,,,Peg,1,410,,63.50384185040407,,,,,G,#FFD423,#FFD423
417,417.0,6.0,2.0,,,,0.084395,-0.503035,138.8889,44.86,-53.47,14.0,6.32,0.607,G9III:,1.099,138.849775,3.068332,-1.219378,1.333e-05,3.051e-05,-3.613e-05,0.0220946140148996,-0.0087796252613975,2.17487417e-07,-2.59229874e-07,,,Psc,1,417,,49.79663541644854,,,,,G,#FFD423,#FFD423
418,418.0,225289.0,9110.0,,,,0.085039,61.31397,221.7295,14.29,2.24,14.0,5.8,-0.929,B8MNp...,-0.067,106.405975,2.369398,194.515247,4.42e-06,1.546e-05,1.372e-05,0.0222631931989058,1.0701306540234776,6.92798749e-08,1.0859826e-08,,,Cas,1,418,,204.9273858380245,V567,5.809,5.789,,B,#93C2F1,#93C2F1
441,443.0,28.0,3.0,,33    Psc,,0.088928,-5.707618,39.4945,-8.29,88.19,-6.0,4.61,1.627,K1III,1.029,39.287997,0.914841,-3.927804,-4.39e-06,-1.69e-06,1.741e-05,0.0232813053282764,-0.09961672987464,-4.01910541e-08,4.27557184e-07,,33.0,Psc,1,441,,19.462561593612413,BC,4.62,4.6,,K,#F99220,#F99220
475,476.0,87.0,4.0,,86    Peg,,0.094989,13.396266,114.2857,42.59,-6.51,-2.0,5.55,0.26,G5III,0.901,111.141705,2.764456,26.478222,-1.74e-06,2.356e-05,-3.98e-06,0.0248680747187823,0.2338089558380125,2.064821465e-07,-3.156137e-08,,86.0,Peg,1,475,,68.54882264526617,,,,,G,#FFD423,#FFD423
517,518.0,123.0,5.0,Gl 4.1A,,,0.104356,58.436733,21.4777,247.36,17.77,-11.6,5.98,4.32,G5V,0.687,11.23803,0.307211,18.300258,-8.49e-06,2.553e-05,-9.14e-06,0.0273204253073019,1.0199133908246714,1.1992351202e-06,8.6151391e-08,,,Cas,1,517,Gl   4.1,1.6292960326397214,V640,5.994,5.964,,G,#FFD423,#FFD423
521,522.0,142.0,6.0,Gl 4.2A,,,0.105277,-49.075191,25.7136,575.21,-39.94,2.6,5.7,3.649,G1IV...,0.519,16.837769,0.46441,-19.42844,-3.99e-06,7.162e-05,-5.27e-06,0.0275615650967543,-0.85652366430261,2.7886967719e-06,-1.93634584e-07,,,Phe,1,521,Gl   4.2,3.022734480038652,,,,,G,#FFD423,#FFD423
530,531.0,144.0,7.0,,10    Cas,,0.10737,64.196168,265.9574,9.7,0.01,-0.4,5.57,-1.554,B9III,-0.023,115.723206,3.253833,239.438695,-5.4e-07,1.25e-05,-3.6e-07,0.0281094364856113,1.1204345074242086,4.7026927e-08,4.8481e-11,,10.0,Cas,1,530,,364.4181507888612,,,,,B,#93C2F1,#93C2F1
543,544.0,166.0,8.0,Gl 5,,,0.110209,29.021502,13.6705,379.94,-178.34,-5.5,6.07,5.391,K0V,0.752,11.948982,0.344882,6.632053,9e-08,2.519e-05,-1.306e-05,0.0288526285096066,0.5065207576037262,1.8420010979e-06,-8.64616717e-07,,,And,1,543,,0.6075751461057411,V439,6.091,6.051,,K,#F99220,#F99220
559,560.0,203.0,9.0,,,,0.113911,-23.10754,39.3856,97.3,-47.09,3.0,6.19,3.213,F2IV,0.386,36.209605,1.080174,-15.457211,-1.26e-06,1.855e-05,-9.47e-06,0.0298219515824728,-0.4033026516141675,4.717237111e-07,-2.28298762e-07,,,Cet,1,559,,4.516479049291118,,,,,F,#d4bf94,#d4bf94
601,602.0,256.0,10.0,,,,0.121741,-17.38699,176.0563,-10.77,17.02,-9.0,6.2,-0.028,A2IV/V,0.133,167.926569,5.35391,-52.609842,-4.15e-06,-9.33e-06,1.661e-05,0.0318716731237077,-0.30346021599123,-5.22144333e-08,8.2515288e-08,,,Cet,1,601,,89.37169608501976,,,,,A,#f3e8d3,#f3e8d3
634,635.0,315.0,11.0,,,,0.12892,-2.548679,183.4862,30.12,2.77,13.0,6.43,0.112,B8IIIsp...,-0.146,183.200416,6.185593,-8.159303,1.248e-05,2.723e-05,1.87e-06,0.0337512577264551,-0.0444828474932924,1.460258805e-07,1.3429338e-08,,,Psc,1,634,,78.55973322609896,,,,,B,#93C2F1,#93C2F1
635,636.0,319.0,12.0,,,,0.129693,-22.50856,78.3699,70.1,-34.71,-13.0,5.93,1.459,A1V,0.141,72.358029,2.457783,-30.001634,-1.822e-05,2.603e-05,-7.09e-06,0.0339536727259131,-0.392848477439745,3.3985439e-07,-1.68278828e-07,,,Cet,1,635,,22.71956437735267,,,,,A,#f3e8d3,#f3e8d3
654,655.0,344.0,13.0,,,,0.134303,-33.529326,94.9668,-42.75,3.15,7.0,5.67,0.782,K1III,1.119,79.115753,2.782872,-52.45625,7.46e-06,-1.943e-05,-2.75e-06,0.0351605534938261,-0.5851971343732375,-2.072578484e-07,1.527163e-08,,,Scl,1,654,,42.383810577435,,,,,K,#F99220,#F99220
663,664.0,352.0,14.0,,,,0.136693,-2.447711,279.3296,7.25,-4.87,1.0,6.18,-1.051,K2III,1.366,278.896072,9.984904,-11.929502,3.9e-07,9.84e-06,-6.63e-06,0.0357862385536786,-0.0427206115912275,3.51489918e-08,-2.3610426e-08,,,Psc,1,663,,229.29785918248209,AP,6.296,6.116,,K,#F99220,#F99220
670,671.0,360.0,16.0,,,,0.138204,-8.824112,98.4252,-34.13,-35.67,20.0,5.99,1.024,G8III:,1.034,97.196752,3.518268,-15.098621,1.818e-05,-1.564e-05,-1.996e-05,0.0361816011645447,-0.1540098091640912,-1.654669091e-07,-1.72933039e-07,,,Cet,1,670,,33.91563869058218,,,,,G,#FFD423,#FFD423
676,677.0,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-2e-08,1.958e-05,-2.65e-05,0.0365971627080155,0.5077238184659449,6.577952017e-07,-7.90003892e-07,Alp,21.0,And,1,676,,114.49855346901884,Alp,2.083,2.063,α,B,#93C2F1,#93C2F1
693,695.0,371.0,,,,,0.142462,63.20404,369.0037,-9.43,-3.52,-7.0,6.41,-1.425,G3II,0.998,166.236542,6.202821,329.379145,3.02e-06,-1.677e-05,-9.23e-06,0.0372964089681118,1.1031186036773912,-4.571793e-08,-1.7065441e-08,,,Cas,1,693,,323.5936569296281,,,,,G,#FFD423,#FFD423
694,696.0,402.0,18.0,,,,0.142638,-17.578155,578.0347,14.92,-47.27,-17.0,6.11,-2.7,M0/M1IIICNp,1.664,550.659574,20.572593,-174.570161,-5.81e-05,3.967e-05,-0.00012102,0.0373425139242599,-0.3067966822499775,7.23342011e-08,-2.29171426e-07,,,Cet,1,694,,1047.1285480508996,CF,6.179,6.019,,M,#FF2620,#FF2620
697,699.0,400.0,17.0,Gl 6,,,0.14471,36.627125,32.4465,-114.72,-124.6,-15.2,6.21,3.654,F8IV,0.504,26.020663,0.986231,19.357659,-1e-07,-1.806e-05,-2.5e-05,0.0378848874402745,0.6392639273188562,-5.561782543e-07,-6.04077845e-07,,,And,1,697,,3.008846276645725,,,,,F,#d4bf94,#d4bf94
714,716.0,417.0,19.0,,,,0.147814,25.462985,138.5042,104.61,54.77,15.0,6.24,0.533,K0III,0.976,124.956847,4.838002,59.546878,-4.68e-06,7.011e-05,3.98e-05,0.0386975806814232,0.444412921408955,5.071635912e-07,2.65532452e-07,,,Peg,1,714,,53.308934223670136,,,,,K,#F99220,#F99220
726,728.0,434.0,,,,,0.150045,28.247543,110.8647,5.9,-5.62,6.9,6.47,1.246,A4Vm,0.242,97.586654,3.835335,52.470284,7.52e-06,3.47e-06,6.8e-07,0.0392815902850625,0.49301262659288,2.86040071e-08,-2.7246528e-08,,,Peg,1,726,,27.64394371220336,,,,,A,#f3e8d3,#f3e8d3
727,729.0,448.0,22.0,,87    Peg,,0.150672,18.211963,87.4126,140.93,-25.57,-23.0,5.57,0.862,G9III,1.043,82.969037,3.274515,27.319281,-2.13e-05,5.893e-05,-1.764e-05,0.0394459194193,0.3178587192899925,6.8324792e-07,-1.23966858e-07,,87.0,Peg,1,727,,39.37313537008504,,,,,G,#FFD423,#FFD423
728,730.0,469.0,23.0,,,,0.15066,-54.001931,128.3697,46.45,13.08,1.0,6.32,0.778,G4IV...,0.738,75.391635,2.975289,-103.855819,6.04e-06,2.917e-05,3.96e-06,0.0394426024646029,-0.9425115001307462,2.251959546e-07,6.3413629e-08,,,Phe,1,728,,42.54024629440678,,,,,G,#FFD423,#FFD423
744,746.0,432.0,21.0,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,1.681e-05,4.329e-05,2.39e-06,0.0400258528303232,1.0323584043676326,2.5374663226e-06,-8.74700842e-07,Bet,11.0,Cas,1,744,,30.06076302628229,Bet,2.303,2.263,β,F,#d4bf94,#d4bf94
758,760.0,431.0,20.0,,,,0.155525,79.714545,105.4852,106.17,-39.37,1.0,6.01,0.894,A7IV,0.203,18.819015,0.767057,103.790103,1.777e-05,5.506e-05,-2.59e-06,0.0407164048584906,1.3912812778774724,5.147266846e-07,-1.90871146e-07,,,Cep,1,758,,38.22962165659194,,,,,A,#f3e8d3,#f3e8d3
759,761.0,493.0,24.0,,Kap1Scl,,0.155851,-27.987928,77.4593,72.57,-9.99,9.0,5.42,0.975,F3V,0.414,68.343305,2.790097,-36.350566,5.25e-06,2.749e-05,-7.63e-06,0.0408016535062698,-0.4884814967877525,3.518292879e-07,-4.8432886e-08,Kap-1,,Scl,1,759,,35.481338923357534,,,,κ1,F,#d4bf94,#d4bf94
763,765.0,496.0,25.0,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,122.15,-180.13,-9.2,3.88,0.652,K0III,1.013,30.82377,1.266396,-31.665333,-3.526e-05,2.475e-05,-2.02e-05,0.0410596787492194,-0.7984432093302175,5.921999107e-07,-8.73294882e-07,Eps,,Phe,1,763,,47.7749234659094,,,,ε,K,#F99220,#F99220
796,798.0,565.0,,,,,0.164474,-62.296794,132.2751,17.32,17.5,0.0,6.34,0.733,A6V,0.164,61.43658,2.647095,-117.11209,9.45e-06,1.152e-05,5.22e-06,0.0430591437351328,-1.0872841726290523,8.39697294e-08,8.4842394e-08,,,Tuc,1,796,,44.34044016334413,,,,,A,#f3e8d3,#f3e8d3
811,813.0,560.0,26.0,,34    Psc,,0.167278,11.145813,93.633,29.73,1.64,14.0,5.54,0.683,B9V,-0.064,91.778975,4.021883,18.099895,1.33e-05,1.409e-05,3.5e-06,0.0437933601821882,0.19453113557076,1.441351072e-07,7.950944e-09,,34.0,Psc,1,811,,46.43014072818033,,,,,B,#93C2F1,#93C2F1
812,814.0,636.0,30.0,,Gam3Oct,,0.167293,-82.224047,78.064,-21.66,-20.39,15.0,5.29,0.828,K1/K2III,1.049,10.551931,0.46238,-77.346312,-5.21e-06,-8.43e-06,-1.624e-05,0.0437973201568719,-1.4350803419682037,-1.050106432e-07,-9.8853509e-08,Gam-3,,Oct,1,812,,40.625619818684335,,,,γ3,K,#F99220,#F99220
838,840.0,587.0,29.0,,,,0.171908,-5.248588,58.309,34.98,-29.01,24.0,5.84,2.011,K1III,0.973,58.00594,2.612349,-5.333956,2.322e-05,1.094e-05,-1.041e-05,0.0450054708934727,-0.09160513463892,1.695878254e-07,-1.40644448e-07,,,Psc,1,838,,13.66469680740465,,,,,K,#F99220,#F99220
839,841.0,571.0,27.0,,22    And,,0.172012,46.072272,377.3585,4.51,0.21,-5.0,5.01,-2.874,F2II,0.405,261.527194,11.785276,271.779391,-4.19e-06,8.07e-06,-3.42e-06,0.0450327403195986,0.8041128329084449,2.18650969e-08,1.018108e-09,,22.0,And,1,839,,1229.1361730601686,,,,,F,#d4bf94,#d4bf94
871,873.0,645.0,31.0,,,,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.84,1.464,K0III,1.0,73.137904,3.421562,-16.339167,4.2e-07,5.441e-05,-1.49e-05,0.046748099302627,-0.219560616338145,7.242631573e-07,-1.85295788e-07,,,Cet,1,871,,22.615177461083626,,,,,K,#F99220,#F99220
908,910.0,693.0,33.0,Gl 10,6    Cet,,0.187739,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,F5V,0.487,18.046958,0.887717,-5.000042,8.23e-06,-7.26e-06,-2.757e-05,0.0491498571352085,-0.2699671344525762,-4.08213119e-07,-1.305651723e-06,,6.0,Cet,1,908,,3.3884415613920247,,,,,F,#d4bf94,#d4bf94
928,930.0,720.0,34.0,,Kap2Scl,,0.192894,-27.799737,243.309,4.61,17.09,-6.0,5.41,-1.521,K2III,1.346,214.952607,10.864269,-113.475053,3.69e-06,5.63e-06,2.069e-05,0.0504996265617183,-0.4851969350217425,2.23499106e-08,8.2854658e-08,Kap-2,,Scl,1,928,,353.50861336199705,,,,κ2,K,#F99220,#F99220
948,950.0,739.0,35.0,NN 3013,The Scl,,0.195552,-35.133119,21.2766,169.01,113.75,-13.5,5.24,3.6,F3/F5V,0.459,17.377471,0.890451,-12.244148,-5.43e-06,1.718e-05,1.754e-05,0.0511953526065131,-0.6131886115888412,8.193836015e-07,5.51475561e-07,The,,Scl,1,948,,3.162277660168378,,,,θ,F,#d4bf94,#d4bf94
965,967.0,743.0,36.0,,,,0.199741,48.152396,202.0202,60.54,10.39,16.0,6.18,-0.347,K4III,1.467,134.593958,7.044791,150.48939,2.3e-07,5.938e-05,1.898e-05,0.0522920601792693,0.8404178597562337,2.935062022e-07,5.0372141e-08,,,And,1,965,,119.89470404794196,,,,,K,#F99220,#F99220
981,983.0,787.0,37.0,,,,0.202773,-17.938278,190.8397,60.48,-24.69,-8.0,5.29,-1.113,K4III,1.478,181.306922,9.633925,-58.777132,-1.777e-05,5.509e-05,-1.921e-05,0.0530859466339975,-0.3130820063793487,2.932153139e-07,-1.19700497e-07,,,Cet,1,981,,242.77278476809963,,,,,K,#F99220,#F99220
1007,1009.0,800.0,,,,,0.209484,44.707195,140.8451,98.84,-21.64,-37.5,6.5,0.756,K0,1.112,99.949434,5.487173,99.082032,-2.054e-05,6.646e-05,-3.748e-05,0.0548427189111162,0.7802877530053,4.791898418e-07,-1.0491368e-07,,,And,1,1007,,43.41102097073453,,,,,K,#F99220,#F99220
1065,1067.0,886.0,39.0,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,5.04e-06,3.03e-06,-3.56e-06,0.0577524133796261,0.2650037404493388,2.27862429e-08,-3.9948647e-08,Gam,88.0,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816,γ,B,#93C2F1,#93C2F1
1072,1074.0,1032.0,47.0,,,,0.222099,-84.993978,298.5075,10.97,17.4,4.0,5.78,-1.595,M0/M1III,1.71,26.003872,1.513836,-297.368888,2.447e-05,1.733e-05,-1.88e-06,0.0581452733605316,-1.4834247648711751,5.31840607e-08,8.435758e-08,,,Oct,1,1072,,378.4425847170932,,,,,M,#FF2620,#FF2620
